Nome do item,Origem / mídia da sessão,Sessões,Itens vistos,Itens adicionados ao carrinho,Itens comprados,Receita do item
VESTIDO TRICOLINE - CSV261292 (AMARELO (Daffodil TC) (14-0850), G),google / organic,154,42,1,0,0
CALÇA WIDE AMASSADA - CSI250597 (AZUL (Bijou Blue TC) (18-3921), G),facebook / cpc02_aberto_top/estados_all,153,16,0,0,0
CAMISA AMARRAÇÃO FRENTE (CAI251064) - CAI251064.1 (MARROM (Indian Tan TC (17-1328), G),google / cpc,153,12,0,0,0
COORDENADO BLAZER E SAIA - CI251029 (CINZA (Gargoyle TC), G),google / organic,153,19,0,0,0
VESTIDO JUSTO COM MANGAS LONGAS - CI250874 (BEGE (Tan TC) (16-1334), G),google / cpc,152,0,0,0,0
VESTIDO TUBO - CI250782 (PRETO (Raven TC) (19-0000), G),google / organic,148,3,0,0,0
CAMISA LISA COM BORDADO - CV261422.2 (Bege concha de areia(Sandshell TC) (13-0907), G),google / cpc,147,13,0,0,0
COORDENADO COLETE E SAIA - CV261474.C (Bege concha de areia(Sandshell TC) (13-0907), G),google / cpc,147,14,0,0,0
BLUSA COM RENDA - CI250850,facebook / cpc03_interesses_top/estados_all,145,0,0,0,0
BLUSA GOLA ALTA - CRI250048 (Moon Rock TC (17-1210), G),facebook / cpc02_aberto_top/estados_all,144,11,1,0,0
VESTIDO CLÁSSIC - CSI262065 (PRETO (Raven TC) (19-0000), G),INSTAGRAM / LINKTREE,144,0,0,0,0
VESTIDO TRICOLINE - CSV261292 (AMARELO (Daffodil TC) (14-0850), G),facebook / cpc01_adv,144,52,3,0,0
COORDENADO TOP E CALÇA - CV261429.C (Branco de Neve (off white) (11-0602), G),google / cpc,143,27,0,0,0
MACACÁO LAÇO - CI250814 (BRANCO (off white), G),google / cpc,143,45,0,0,0
VESTIDO AMPLO ANIMAL PRINT - CSI261824 (SI26R026 FORÇA SILENCIOSA ALT4 - OP6 ALT1 (CSI261823 e CSI26,INSTAGRAM / LINKTREE,143,2,0,0,0
CASACO XADREZ COM BOLSOS - CI250857 (Preto (Raven TC) (19-0000), G),google / cpc,142,21,0,0,0
VESTIDO BALONE VELUDO - CI262044 (PRETO (Raven TC) (19-0000), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,142,0,0,0,0
VESTIDO CURTO COM AMARRAÇÃO - CI261898 (CI26R010 SNAKE V7 ALT1 - NEO DS STD (CC0147-E), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,142,16,0,0,0
VESTIDO CURTO SEM MANGA LISO - CV261527 (VERDE ÁGUA (Dusty Aqua Green TC) (12-5506), G),(direct) / (none),141,9,1,0,0
VESTIDO TOMARA QUE CAIA (CI261858.1) - CI261825 (VERMELHO (High Risk Red TC) (18-1763), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,141,0,0,0,0
COORDENADO CAMISA E CALÇA - CI251042 (BEGE(Sandshell TC), G),facebook / cpc03_interesses_top/estados_all,140,17,0,0,0
VESTIDO COM CINTO - CSI261819 (VERMELHO  (Fiery Red TC) (18-1664), G),google / cpc,140,12,0,0,0
VESTIDO RECORTES COM CINTO - CI261869 (MARROM (Rawhide TC (18-1137), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,140,1,0,0,0
JAQUETA ANIMAL PRINT - CSI261826 (SI26R026 FORÇA SILENCIOSA ALT4 - OP6 ALT1 (CSI261823 e CSI26 (CC01,INSTAGRAM / LINKTREE,139,10,0,0,0
BLUSA COM RENDA - CI250850 (PRETO (Raven TC), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,138,18,1,0,0
VESTIDO BRILHOSO MANGA LONGA - CI250967 (Preto (Raven TC) (19-0000), G),(direct) / (none),138,12,0,0,0
VESTIDO CURTO MANGA LONGA RETILÍNEA - CRI250044 (NUDE (Toasted Almond TC) (14-1213), G),facebook / cpc02_aberto_top/estados_all,138,6,0,0,0
VESTIDO FRANZIDOS - CAV261614 (AMARELO (Daffodil TC) (14-0850), G),facebook / cpc01_adv,138,99,0,0,0
VESTIDO PARKA - CI250873 (BEGE (Gray Sand TC) (13-1010), G),google / organic,137,11,0,0,0
VESTIDO COM PREGAS - CSI261594 (LARANJA  (Tangerine Tango) (17-1463), G),INSTAGRAM / LINKTREE,136,6,0,0,0
CALÇA WIDE COM DETALHE GUIPPIR - CV261357.2 (Branco de Neve (off white) (11-0602), G),facebook / cpc01_adv,135,161,0,0,0
VESTIDO COURO COM DETALHES DE RENDA - CI261923 (BEGE (Curds Whey) (16-0920), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,135,0,0,0,0
VESTIDO CURTO RETO - CI261945 (BEGE (Jet Stream) (11-0605), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,135,0,0,0,0
BLUSA MANGA LONGA COM BOTÕES - CSI250580 (SI25R001 ONÇA PRINT (CC0066-E), G),(direct) / (none),134,16,0,0,0
CAMISA CROOPPED COM BOLSOS - CI250910 (BEGE (Gray Sand TC), G),google / cpc,134,11,0,0,0
SAIA PONTAS - CI261884 (PRETO (Raven TC) (19-0000), G),INSTAGRAM / LINKTREE,134,2,0,0,0
VESTIDO MIDI OMBRO A OMBRO - CI250907 (BEGE (Chanterelle TC) (16-1414), G),(direct) / (none),134,13,0,0,0
COORDENADO BLAZER E SAIA - CI251029 (CINZA (Gargoyle TC), G),INSTAGRAM / LINKTREE,133,22,0,0,0
VESTIDO ESTRUTURADO - CAV261631 (AMARELO (Old Gold TC) (15-0955), G),facebook / cpc01_adv,133,91,0,0,0
VESTIDO TRANSPASSADO - CSI261600 (PRETO (Raven TC) (19-0000), G),INSTAGRAM / LINKTREE,133,7,0,0,0
BLUSA BASIC - CSI261820 (BRANCO (off white) (11-0602), G),INSTAGRAM / LINKTREE,132,1,0,0,0
CAMISA COM DETALHE CINTO - CSI250588 (BRANCO (off white), G),(direct) / (none),132,26,0,0,0
COORDENADO CAMISA E CALÇA - CI251042 (BEGE(Sandshell TC), G),(direct) / (none),132,23,0,0,0
JAQUETA COM ZÍPER - CSI250674 (Silver Filigree (17-3911), G),google / cpc,132,18,0,0,0
SAIA MIDI - CSI250630 (MARROM (Rooibos Tea TCX) (18-1355), G),facebook / cpc02_aberto_top/estados_all,132,2,0,0,0
BLAZER ALONGADO COM BOLSOS - CV261521.1 (BEGE AREIA (Warm Sand TC) (15-1214), G),google / cpc,131,54,0,0,0
BLUSA DEALHADA - CI261823 (PRETO (Raven TC) (19-0000), G),INSTAGRAM / LINKTREE,131,2,0,0,0
COORDENADO COLETE E CALÇA - CSI250692 (BEGE (Gray Sand TC), G),INSTAGRAM / LINKTREE,131,39,0,0,0
VESTIDO CURTO MANGA BUFANTE - CI250947 (BEGE(Sandshell TC) (13-0907), G),(direct) / (none),131,9,0,0,0
COORDENADO BLAZER E SAIA - CI251029 (CINZA (Gargoyle TC), G),facebook / cpc01_adv,130,27,0,0,0
CALÇA ALFAIATARIA - CV261463.2 (Buttercream (11-0110), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,129,156,1,0,0
MACACÃO TOMARA-QUE-CAIA PEPLUM - CV261367 (Branco de Neve (off white) (11-0602), G),google / cpc,129,60,0,0,0
VESTIDO RETO COM GOLA - CSI250653 (PRETO (Raven TC), G),(direct) / (none),129,44,7,0,0
BLUSA ML C/ AMARRAÇAO ESTAMPADA - CI261895 (CI26R010 SNAKE V3 ALT1 - NEO DS STD (CC0146-E), G),google / cpc,127,3,0,0,0
COORDENADO TOP E CALÇA - CV261461.C (Marshmallow TC (11-4300), G),INSTAGRAM / LINKTREE,127,14,0,0,0
BLUSA COM RENDA - CI250850,google / cpc,123,0,0,0,0
CARDIGAN ALONGADO - CI250930 (BEGE (Curds Whey) (16-0920), G),google / cpc,122,6,0,0,0
SAIA PONTAS - CI261884 (PRETO (Raven TC) (19-0000), G),facebook / cpc03_interesses_top/estados_all,122,1,0,0,0
VESTIDO FLÚIDO BABADOS - CAV261603 (AMARELO (Dandelion TC) (13-0758), G),INSTAGRAM / LINKTREE,122,7,0,0,0
VESTIDO LONGO OMBRO A OMBOR - CI261854 (PRETO (Raven TC) (19-0000), G),google / cpc,122,4,0,0,0
MACACÃO CURTO TOMARA-QUE-CAIA - CV261488 (Marshmallow TC (11-4300), G),google / cpc,121,22,0,0,0
VESTIDO MIDI COM FENDA - CI262057 (MARROM (TCX Sinopia Fresco (17-1317), G),(direct) / (none),121,4,0,0,0
VESTIDO BRILHOSO MANGA LONGA - CI250967 (Preto (Raven TC) (19-0000), G),INSTAGRAM / LINKTREE,120,6,0,0,0
BLUSA CHIFFON - CI262030 (BEGE (Ivory Cream TC) (13-1011), G),google / cpc,119,18,0,0,0
SAIA VINIL - CI250799 (PRETO (Raven TC) (19-0000), G),google / cpc,119,15,1,0,0
VESTIDO CURTO ACETINADO - CV261282 (AMARELO (Canary Yellow TC) (12-0633), G),google / cpc,119,21,2,0,0
MACACÃO ALFAIATRIA COM LAPELA - CSI250684 (Gray Sand TC (13-1010), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,118,5,0,0,0
VESTIDO CURTO SEM MANGA LISO - CV261527 (VERDE ÁGUA (Dusty Aqua Green TC) (12-5506), G),INSTAGRAM / LINKTREE,118,8,0,0,0
VESTIDO CURTO COM AMARRAÇÃO - CI261898 (CI26R010 SNAKE V7 ALT1 - NEO DS STD (CC0147-E), G),facebook / cpc02_aberto_top/estados_all,117,3,0,0,0
VESTIDO CURTO MANGA BUFANTE - CI250947 (BEGE(Sandshell TC) (13-0907), G),INSTAGRAM / LINKTREE,117,4,0,0,0
BLUSA GOLA ALTA E MANGA BUFANTE - CI250806 (CI25R004 ANIMAL PRINT (CC0105-E), G),(direct) / (none),116,21,0,0,0
T-SHIRT COM ESTAMPA LAÇO - CI250971 (BRANCO (Bright White TC), G),google / cpc,116,18,4,0,0
COORDENADO BLUSA E CALÇA - CSI250850 (PRETO (Raven TC), G),(direct) / (none),115,64,1,0,0
VESTIDO BALONE VELUDO - CI262044 (PRETO (Raven TC) (19-0000), G),facebook / cpc02_aberto_top/estados_all,115,5,0,0,0
VESTIDO FLUIDO - CI261838 (BEGE (Ivory Cream TC) (13-1011), G),(direct) / (none),115,7,0,0,0
VESTIDO PARKA - CI250873 (BEGE (Gray Sand TC) (13-1010), G),facebook / cpc01_adv,115,27,5,0,0
VESTIDO RECORTES COM CINTO - CI261869 (MARROM (Rawhide TC (18-1137), G),facebook / cpc02_aberto_top/estados_all,115,4,0,0,0
BLUSA MANGA LONGA COM APLICAÇÃO FLORES - CI251005 (BRANCO (off white), G),google / cpc,114,31,1,0,0
BLUSA ML COM AMARRAÇÃO - CI261894 (BEGE (Ivory Cream TC) (13-1011), G),(direct) / (none),114,4,0,0,0
JAQUETA CURTA - CSI250635 (BEGE (Khaki TC) (16-0726), G),google / cpc,114,44,3,0,0
VESTIDO CURTO COM BOTÕES - CI262048 (VERMELHO (Goji Berry (18-1659), G),(direct) / (none),113,2,0,0,0
VESTIDO TOMARA QUE CAIA (CI261858.1) - CI261825 (VERMELHO (High Risk Red TC) (18-1763), G),facebook / cpc02_aberto_top/estados_all,113,0,0,0,0
VESTIDO TOMARA QUE CAIA BALONÊ - CI262069 (BEGE (Seedpearl TC) (12-0703), G),facebook / cpc04_adv+sugestões_top/estados_OUTONO/INVERNO,113,2,0,0,0
CAMISA COM BOTÕES - CI262058 (BRANCO (off white) (11-0602), G),(direct) / (none),112,10,0,0,0
COORDENADO BLUSA E CALÇA - CI251036 (AZUL (Blue Mirage TC), G),google / cpc,112,51,0,0,0
MACACAO DE MALHA - CAI251069 (VERMELHO  (Fiery Red TC) (18-1664), G),google / cpc,112,24,0,0,0
VESTIDO COURO COM DETALHES DE RENDA - CI261923 (BEGE (Curds Whey) (16-0920), G),facebook / cpc02_aberto_top/estados_all,112,4,0,0,0
VESTIDO FRANZIDOS - CAV261614 (AMARELO (Daffodil TC) (14-0850), G),INSTAGRAM / LINKTREE,112,9,0,0,0
VESTIDO MIDI OMBRO A OMBRO - CI250907 (BEGE (Chanterelle TC) (16-1414), G),INSTAGRAM / LINKTREE,112,12,0,0,0
BLUSA BÁSICA LISA - CSV261039 (BRANCO (off white) (11-0602), G),google / cpc,111,19,0,0,0
BLUSA ML COM AMARRAÇÃO - CI261894 (BEGE (Ivory Cream TC) (13-1011), G),facebook / cpc04_adv+sugestões_top/estados_OUTONO/INVERNO,111,5,0,0,0
CAMISA COM BOTÕES - CI262058 (BRANCO (off white) (11-0602), G),facebook / cpc04_adv+sugestões_top/estados_OUTONO/INVERNO,111,1,0,0,0
REGATA PEPLUN - CAV261593.1 (BEGE(Sandshell TC) (13-0907), G),facebook / cpc01_adv,111,116,0,0,0
VESTIDO BABADOS - CAV261591 (BEGE(Sandshell TC) (13-0907), G),google / cpc,111,6,0,0,0
BLUSA DEALHADA - CI261823 (PRETO (Raven TC) (19-0000), G),facebook / cpc04_adv+sugestões_top/estados_OUTONO/INVERNO,110,7,0,0,0
MACACÃO LONGO COM FAIXA - CSI250594 (MARROM (Marsala TC, PP),google / organic,110,1,0,0,0
SAIA PONTAS - CI261884 (PRETO (Raven TC) (19-0000), G),facebook / cpc04_adv+sugestões_top/estados_OUTONO/INVERNO,110,2,0,0,0
VESTIDO COM PREGAS - CAV261600 (BEGE (Jet Stream) (11-0605), G),google / cpc,110,6,0,0,0
FRENTE UNICA - CV261410.1 (Bege concha de areia(Sandshell TC) (13-0907), G),(direct) / (none),109,15,0,0,0
SHORT SAIA ALFAIATARIA - CV261505 (Vanilla TC (12-0712), G),google / cpc,109,35,0,0,0
VESTIDO BASIC - CV261413 (AZUL (Celestial Blue TC) (14-4210), G),google / cpc,109,22,0,0,0
VESTIDO CURTO RETO - CI261945 (BEGE (Jet Stream) (11-0605), G),facebook / cpc02_aberto_top/estados_all,109,0,0,0,0
COORDENADO COLETE E SAIA - CI250964 (BEGE (Gray Sand TC), G),facebook / cpc03_interesses_top/estados_all,108,17,0,0,0
VESTIDO CURTO MANGA BUFANTE - CI250947 (BEGE(Sandshell TC) (13-0907), G),google / organic,108,6,0,0,0
CALÇA LEVE - CV261510.2 (Lemon TC (13-0752), G),google / cpc,107,14,0,0,0
VESTIDO COM DETALHE EM PEDRAS - CAV261668 (MARROM (Bronze Brown TC) (18-0937), G),INSTAGRAM / LINKTREE,107,12,0,0,0
VESTIDO LONGO - CI250998 (AZUL (Bijou Blue TC), G),google / cpc,107,60,3,0,0
VESTIDO LONGO OMBRO A OMBOR - CI261854 (PRETO (Raven TC) (19-0000), G),INSTAGRAM / LINKTREE,107,12,0,0,0
VESTIDO MIDI OMBRO A OMBRO - CI262037 (BRANCO (off white) (11-0602), G),google / cpc,107,20,0,0,0
CALÇA CENOURA COM CINTO - CSI250614 (Lark TC (16-1324), G),google / cpc,106,29,4,0,0
COORDENADO COLETE E CALÇA - CSI250692 (BEGE (Gray Sand TC), G),facebook / cpc01_adv,106,41,0,0,0
VESTIDO BRILHOSO MANGA LONGA - CI250967 (Preto (Raven TC) (19-0000), G),google / organic,106,2,0,0,0
VESTIDO CURTO SEM MANGA LISO - CV261527 (VERDE ÁGUA (Dusty Aqua Green TC) (12-5506), G),google / organic,106,3,0,0,0
VESTIDO FLÚIDO BABADOS - CAV261603 (AMARELO (Dandelion TC) (13-0758), G),(direct) / (none),106,13,0,0,0
REGATA ALÇA - CSV261065.1 (VERMELHO (Catchup TC) (18-1449), G),google / cpc,105,17,1,0,0
REGATA BÁSICA RETILÍNEA - CRI250046 (BRANCO (off white) (11-0602), G),facebook / cpc01_adv,105,104,1,0,0
VESTIDO TOMARA QUE CAIA BALONÊ - CI262069 (BEGE (Seedpearl TC) (12-0703), G),google / organic,105,3,0,0,0
BLAZER COM LAPELA - CI250913 (BEGE(Sandshell TC) (13-0907), G),google / cpc,104,9,0,0,0
BLUSA MANGA LONGA COM BOTÕES - CSI250580 (SI25R001 ONÇA PRINT (CC0066-E), G),INSTAGRAM / LINKTREE,104,7,0,0,0
CASACO TWEED (CAI250927) - CAI250927.1 (MARROM (Rumba Red TC (19-1940), G),google / cpc,104,8,0,0,0
COORDENADO TOP E CALÇA - CV261461.C (Marshmallow TC (11-4300), G),facebook / cpc01_adv,104,15,0,0,0
VESTIDO MIDI OMBRO A OMBRO - CI250907 (BEGE (Chanterelle TC) (16-1414), G),google / organic,104,3,0,0,0
BLUSA COM BOTÕES - CSI261814 (BEGE (Jet Stream) (11-0605), G),google / cpc,103,2,0,0,0
BLUSA MANGA LONGA COM BOTÕES - CSI250580 (SI25R001 ONÇA PRINT (CC0066-E), G),google / organic,103,3,0,0,0
CALÇA PANTALONA - CAV261593.2 (BEGE(Sandshell TC) (13-0907), G),google / cpc,103,12,0,0,0
CALÇA PIJAMA CÓS ELASTICO - CV261490.2 (CV26R008 - ACQUA ALT4 - ESTAMPA DIGITAL (CC0134-E), G),google / cpc,103,24,0,0,0
COORDENADO REGATA E CALÇA - CAV261659.C (BEGE (Smoke Gray TC) (14-1209), G),edrone / email,103,6,0,0,0
SAIA TRICOLINE - CI250919 (VERMELHO SALSA (18-1657), G),google / cpc,103,15,0,0,0
VESTIDO FRANZIDOS - CAV261614 (AMARELO (Daffodil TC) (14-0850), G),(direct) / (none),103,14,0,0,0
VESTIDO PARKA - CI250873 (BEGE (Gray Sand TC) (13-1010), G),facebook / cpc03_interesses_top/estados_all,103,18,0,0,0
BLAZER CURTO - CI250789 (VERDE (Ageve Green TCX) (18-5806), G),google / cpc,102,14,0,0,0
COORDENADO CAMISA E CALÇA - CI251042 (BEGE(Sandshell TC), G),INSTAGRAM / LINKTREE,102,16,0,0,0
SAIA BABADOS - CV250240 (Violet Tulip TC (16-3823), G),google / cpc,102,4,0,0,0
VESTIDO BRILHOSO MANGA LONGA - CI250967 (Preto (Raven TC) (19-0000), G),facebook / cpc01_adv,102,24,0,0,0
VESTIDO CURTO SEM MANGA LISO - CV261527 (VERDE ÁGUA (Dusty Aqua Green TC) (12-5506), G),facebook / cpc03_interesses_top/estados_all,102,22,0,0,0
VESTIDO ESTRUTURADO - CAV261631 (AMARELO (Old Gold TC) (15-0955), G),INSTAGRAM / LINKTREE,102,5,0,0,0
CALÇA WIDE AMASSADA - CSI250597 (AZUL (Bijou Blue TC) (18-3921), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,101,10,0,0,0
CAMISA COM GOLA PÉROLA - CSI250665 (BRANCO (Bright White TC), G),google / cpc,101,52,0,0,0
CAMISA DE MANGAS LONGAS COM BOTÃO - CSI250799 (BRANCO (off white), G),google / cpc,101,27,2,0,0
VESTIDO MALHA COM PONTA - CAV261678 (BRANCO (off white) (11-0602), G),facebook / cpc01_adv,101,77,0,0,0
BODY COM DECOTE - CI250812 (BRANCO (off white), G),(direct) / (none),100,13,0,0,0
COORDENADO CAMISA E CALÇA - CI251042 (BEGE(Sandshell TC), G),facebook / cpc01_adv,100,17,0,0,0
REGATA TORCIDA - CV261409.1 (VERDE (Bronze Green TC) (18-0317), G),google / cpc,100,31,1,0,0
SAIA MIDI - CSI250630 (MARROM (Rooibos Tea TCX) (18-1355), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,100,2,0,0,0
TOP COM DETALHE BORDADO - CV250192 (CV25R009 QUINTAL FLORIDO (CC0047-E), G),google / cpc,100,4,0,0,0
COORDENADO TOP E CALÇA - CAV250705 (VERMELHO (Mandarin Red TC) (17-1562), G),(direct) / (none),99,2,0,0,0
VESTIDO COM LAÇO - CAV261688 (BEGE (Smoke Gray TC) (14-1209), G),google / cpc,99,3,0,0,0
VESTIDO ESTRUTURADO - CAV261631 (AMARELO (Old Gold TC) (15-0955), G),(direct) / (none),99,6,0,0,0
BLUSA ALÇA COM BABADOS - CV250179 (Branco de Neve (off white) (11-0602), G),google / cpc,98,5,0,0,0
CALÇA WIDE COM AMARRAÇÃO - CV250162 (VERDE ILHA (Island Green TC) (16-6240), G),google / cpc,98,5,0,0,0
CAMISA ML BORDADA - CV261364 (BRANCO (Bright White TC) (11-0601), G),google / cpc,98,36,0,0,0
VESTIDO CURTO MANGA LONGA RETILÍNEA - CRI250044 (NUDE (Toasted Almond TC) (14-1213), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,97,1,0,0,0
BLAZER BOXI COM AMARRAÇÃO - CAV250507 (BRANCO (off white) (11-0602), G),google / cpc,96,6,0,0,0
COORDENADO TOP E CALÇA - CV261461.C (Marshmallow TC (11-4300), G),google / organic,96,13,0,0,0
FRENTE UNICA - CV261410.1 (Bege concha de areia(Sandshell TC) (13-0907), G),facebook / cpc01_adv,96,73,0,0,0
TOP AMARRAÇÃO - CV250277 (CV25R003 NATURE INTENSE (CC0017-E), G),google / cpc,96,1,0,0,0
VESTIDO AMPLO ANIMAL PRINT - CSI261824 (SI26R026 FORÇA SILENCIOSA ALT4 - OP6 ALT1 (CSI261823 e CSI26,(direct) / (none),96,7,0,0,0
VESTIDO MALHA COM PONTA - CAV261678 (BRANCO (off white) (11-0602), G),INSTAGRAM / LINKTREE,96,11,0,0,0
CALÇA RETA COM DETALHE CÓS - CSI250727 (Prism Pink TC (14-2311), G),google / cpc,95,19,2,0,0
CALÇA WIDE C/ BORDADO BARRA - CV261525.2 (BEGE (Curds Whey) (16-0920), G),google / cpc,95,16,0,0,0
CAMISA COM DETALHE LAÇOS (CV261264) - CV261264.1 (BEGE CLARO (Baby`s Breath) (11-0202), G),google / cpc,95,13,0,0,0
COORDENADO COLETE E CALÇA - CSI250692 (BEGE (Gray Sand TC), G),google / organic,95,25,0,0,0
TOP COM GOLA MALHA - CAI251231 (BRANCO (off white) (11-0602), G),google / cpc,95,1,0,0,0
VESTIDO CURTO COM BABADOS - CI261902 (PRETO (Raven TC) (19-0000), G),google / cpc,95,20,0,0,0
BLAZER ALFAIATARIA COM BOTÕES - CSI261597 (CINZA (Charcoal Gray TC) (18-0601), G),google / cpc,94,2,0,0,0
SAIA BABADOS - CV261403.2 (ROSA (Peony TC) (15-1816), G),google / cpc,94,9,0,0,0
VESTIDO TRICOLINE - CSV261292,edrone / email,94,0,0,0,0
BLUSA GOLA ALTA E MANGA BUFANTE - CI250806 (CI25R004 ANIMAL PRINT (CC0105-E), G),INSTAGRAM / LINKTREE,93,17,0,0,0
CALÇA DE COURO - CSI261603 (MARROM (Cashew TC) (17-1137), G),google / cpc,93,5,0,0,0
CAMISA DE LISTRA - CSI261604 (ROSA BEBÊ (Blushing Bride TC) (12-1310), G),google / cpc,93,2,0,0,0
COORDENADO COLETE E SAIA - CI250964 (BEGE (Gray Sand TC), G),(direct) / (none),93,29,0,0,0
COORDENADO REGATA E CALÇA - CAV261659.C (BEGE (Smoke Gray TC) (14-1209), G),(direct) / (none),93,8,0,0,0
VESTIDO CLÁSSIC - CSI262065 (PRETO (Raven TC) (19-0000), G),(direct) / (none),93,1,0,0,0
VESTIDO COM DETALHE EM PEDRAS - CAV261668 (MARROM (Bronze Brown TC) (18-0937), G),(direct) / (none),93,2,0,0,0
VESTIDO MIDI OMBRO A OMBRO - CI250907 (BEGE (Chanterelle TC) (16-1414), G),facebook / cpc03_interesses_top/estados_all,93,18,0,0,0
BLAZER ALONGADO COM BOTÕES - CI250844 (VERMELHO (truscan Red TC) (18-1434), G),google / cpc,92,14,0,0,0
CALÇA RETA COM BOLSO - CSV261249.2 (Bege Tapioca -Tapioca TC (12-1403), G),facebook / cpc01_adv,92,110,0,0,0
FRENTE UNICA - CV261410.1 (Bege concha de areia(Sandshell TC) (13-0907), G),google / organic,92,10,0,0,0
VESTIDO BRILHOSO MANGA LONGA - CI250967 (Preto (Raven TC) (19-0000), G),facebook / cpc03_interesses_top/estados_all,92,6,0,0,0
BLAZER BOXER COM BOTÕES - CI250950 (LILAS (Prism Pink TC) (14-2311), G),google / cpc,91,10,0,0,0
BODY COM DECOTE - CI250812 (BRANCO (off white), G),google / organic,91,8,0,0,0
SAIA COM TERMO - CSI261880 (AZUL (Coronet Blue TC) (18-3922), G),google / cpc,91,2,0,0,0
VESTIDO COM PESPONTOS CONTRASTANTES - CI262038 (BRANCO (off white) (11-0602), G),google / cpc,91,4,0,0,0
VESTIDO COM PREGAS - CSI261594 (LARANJA  (Tangerine Tango) (17-1463), G),(direct) / (none),91,13,0,0,0
VESTIDO CURTO MANGA BUFANTE - CI250947 (BEGE(Sandshell TC) (13-0907), G),facebook / cpc03_interesses_top/estados_all,91,4,0,0,0
FRENTE UNICA - CV261410.1 (Bege concha de areia(Sandshell TC) (13-0907), G),edrone / email,90,17,0,0,0
SHORT LINHO - CV261513.2 (Marshmallow TC (11-4300), G),google / cpc,90,30,0,0,0
SHORT SAIA COM RECORTES - CI261938.2 (MARROM (Chestnut TC) (19-1118), G),google / cpc,90,2,0,0,0
TOP PELUN (CV261336) - CV261336.1 (BRANCO (Bright White TC) (11-0601), G),google / cpc,90,16,0,0,0
VESTIDO COM DETALHE EM PEDRAS - CAV261668 (MARROM (Bronze Brown TC) (18-0937), G),facebook / cpc01_adv,90,61,0,0,0
VESTIDO CURTO MANGA BUFANTE - CI250947 (BEGE(Sandshell TC) (13-0907), G),facebook / cpc01_adv,90,12,0,0,0
FRENTE UNICA - CV261410.1 (Bege concha de areia(Sandshell TC) (13-0907), G),facebook / cpc03_interesses_top/estados_all,89,45,0,0,0
VESTIDO MIDI COM DET RENDA - CV261418 (BRANCO (Bright White TC) (11-0601), G),google / cpc,89,99,0,0,0
COORDENADO COLETE E CALÇA - CSI250692 (BEGE (Gray Sand TC), G),facebook / cpc03_interesses_top/estados_all,88,62,0,0,0
COORDENADO TOP E CALÇA - CV261461.C (Marshmallow TC (11-4300), G),facebook / cpc03_interesses_top/estados_all,88,14,0,0,0
JAQUETA ANIMAL PRINT - CSI261826 (SI26R026 FORÇA SILENCIOSA ALT4 - OP6 ALT1 (CSI261823 e CSI26 (CC01,(direct) / (none),88,5,0,0,0
VESTIDO COM PREGAS - CAV261600 (BEGE (Jet Stream) (11-0605), G),facebook / cpc01_adv,88,80,0,0,0
VESTIDO LONGO COM DETALHE EM TRANÇA - CAV261620 (VERDE (Lime Peel TC) (18-0228), G),facebook / cpc01_adv,88,93,0,0,0
BODY TRICOLINE - CV261444.1 (BRANCO (Bright White TC) (11-0601), G),google / cpc,87,11,1,0,0
VESTIDO BÁSICO - CAV261608 (AMARELO (Sunshine TC) (12-0727), G),google / cpc,87,4,0,0,0
VESTIDO MIDI COM FENDA - CI262057 (MARROM (TCX Sinopia Fresco (17-1317), G),google / organic,87,1,0,0,0
VESTIDO TOMARA QUE CAIA BALONÊ - CI262069 (BEGE (Seedpearl TC) (12-0703), G),facebook / cpc03_interesses_top/estados_all,87,1,0,0,0
VESTIDO TRICOLINE - CSV261292,facebook / cpc03_interesses_top/estados_all,87,0,0,0,0
CAMISA CROPPED LOCALIZADA - CI250837 (CI25L004 FLORA ABSTRATA SAIA (CI250836) V2 ALT2 (CC0112-E), G),google / cpc,86,7,0,0,0
COLETE RISCA - CSI250756 (AZUL (Medieval Blue TC, G),google / cpc,86,38,3,0,0
VESTIDO CURTO SEM MANGA LISO - CV261527 (VERDE ÁGUA (Dusty Aqua Green TC) (12-5506), G),facebook / cpc01_adv,86,6,0,0,0
VESTIDO MALHA COM PONTA - CAV261678 (BRANCO (off white) (11-0602), G),(direct) / (none),86,3,0,0,0
BLUSA BASIC - CSI261820 (BRANCO (off white) (11-0602), G),(direct) / (none),85,2,0,0,0
COORDENADO BLUSA E CALÇA - CI251036 (AZUL (Blue Mirage TC), G),edrone / email,85,18,0,0,0
REGATA ALFAIATARIA COM ZÍPER - CI262061 (MARROM (Meerkat (16-1438), G),google / cpc,85,1,0,0,0
BLUSA GOLA ALTA - CRI250048 (Moon Rock TC (17-1210), G),facebook / cpc01_adv+aberto_best_sellers+profundidade,84,8,0,0,0
